Анекдоты из России,http://www.anekdot.ru/,"Cвежие анекдоты и истории, непристойные и смешные стишки, афоризмы, цитаты и карикатуры. Архив выпусков с возможностью поиска. Рейтинг и топ100. Коллекция ссылок на юмор в Сети.",1400
"""Armor Games"" - компания-разработчик онлайн-игр",http://armorgames.com/,"Каталог разработок: экшны, приключения, аркады, стрелялки, паззлы и др. Блог (на англ. яз.).",1400
"""Etoday"" - информационный интернет-журнал",http://www.etoday.ru/,"Интересные события из мира знаменитостей кино, музыки, моды и спорта; актуальные новости технологий и архитектуры, дизайна и рекламы.",1400
"""Сайт Лотоса"" - cовременная эзотерика",http://ariom.ru/,Собрание текстов (книги и статьи) по теме совершенствования человеческого сознания.,1400
"""Он и Она"" - интернет-секс-шоп",http://onona.ru/,"Продажа We-Vibe для партнеров, вибраторов, фаллоимитаторов, секс-кукол, БДСМ-наборов и др. Цены. Условия доставки и оплаты. Адреса магазинов.",1300
"""The Daily Telefrag"" - новости игровой индустрии",http://www.dtf.ru/,"Материалы для разработчиков и издателей игр: форумы, общение с звездами отечественного геймдева, материалы по гейм-дизайну, программированию игр, управлению командами разработчиков и др.",1300
"""MSN в России"" - информационный портал",http://ru.msn.com/,"Доступ к поиску в интернете и др. сервисам Microsoft. Новости, фотогалереи, видео, онлайн-концерты, рейтинги.",1300
"""Stopgame.ru"" - коды, секреты и прохождения игр",http://stopgame.ru/,Архив информации в помощь геймеру. Поиск кодов. Форум и пр.,1200
"""MayBe"" - сервер мобильных знакомств",http://www.maybe.ru/,База данных анкет девушек и парней (многие анкеты с фотографиями). Система поиска по базе. Поиск пары с помощью WAP-телефона. Коллекция приколов и смешных историй.,1200
"""Gamemag"" - новости из мира игр",http://gamemag.ru/,"Новости и аналитические материалы из мира компьютерных и консольных игр. Комиксы на игровую тематику, коды к играм, форум.",1100
"""Encounter"" - международная сеть городских игр",http://en.cx/,"Вводное описание игры: ночное ориентирование по городу, разгадывания головоломок, экстремальные и творческие фотоигры, поиск тайников и кладов и пр. Видеорепортажи. Ссылки на региональные игры. Форум.",1100
"""Союз КВН""",http://www.amik.ru/,История КВН. Информация о президенте и лигах КВН. Расписание игр. Список команд. Коллекция шуток и фотогалерея. Аудиотека. Форум.,1100
"""Копипаст.ру"" - юмористический портал",http://copypast.ru/,"Смешные фотографии, фотожабы, анекдоты, flash-игры и анимация. Форумы. Блоги и др.",1100
"""Vsexshop.ru"" - интернет-секс-шоп",http://vsexshop.ru/,"Иллюстрированный каталог товаров с описанием: интимные игрушки, косметика, белье, одежда и пр. Цены. Условия доставки и оплаты.",1100
"""Kanobu.ru"" - социальная сеть геймеров",http://kanobu.ru/,"Игровые новости, превью и обзоры. Видео из игр. Прохождения. Скачивание изображений. Рецензии на фильмы и книги. Комиксы. Блоги.",1000
"""GoHa.ru"" - игровой портал",http://www.goha.ru/,"Новости MMORPG, одиночных стратегий, ролевых игр, шутеров и аркад, а также мобильных игр различных жанров. Видеотрейлеры. Путеводители, медиа-архивы, патчи к играм.",1000
"""Бульвар Гордона"" - еженедельник светской хроники",http://www.bulvar.com.ua/,"Материалы свежего номера (последние события из мира шоу-бизнеса Украины, интервью и статьи о звездах эстрады, искусства, политики, науки, спорта). Архив выпусков с 2004 года. Сведения о подписке.",1000
"""GameTarget.Ru"" - портал про онлайн-игры",http://gametarget.ru/,"Каталог клиентских и браузерных игр. Новости, календарь выхода, статьи, руководства. Форум.",950
"""Дагестанская правда"" - республиканская газета",http://www.dagpravda.ru/,"Лента новостей. Публикации на тему политики, экономики, образования, спорта, культуры и т.д. Архив номеров. Поиск статей по авторам. Условия подписки.",950
"""Love radio"" - радиостанция",http://www.loveradio.ru/,"Новости радиостанции, сетка вещания, визитки программ, рассказы о ведущих. Онлайн-эфир.",950
"""Gamer-info.com"" - игровой портал",http://gamer-info.com/,"Новости игровой индустрии, анонсы новинок, авторские обзоры. База игр: описания, даты релизов, скриншоты, обои, видео. Рейтинги.",900
"""Cyberfight"" - новости киберспорта",http://www.cyberfight.ru/,"Информация о турнирах по сетевым экшен-играм. Архив демок, конфигов. Репортажи, интервью, статьи. Форум, чат.",900
"""MG News"" - новости игровой индустрии",http://mgnews.ru/,"Новости и обзоры игр для PC, Xbox 360 и PS3. Видеоролики и скриншоты.",900
"""3DNews"" - обзоры компьютерных игр",http://www.3dnews.ru/games,"Обзоры новинок компьютерных игр. Архив обзоров, интервью, статей, солюшенов к играм (с 1998 г.).",900
"""Пикабу.ру"" - развлекательное сообщество",http://pikabu.ru/,"Рассказы, интересные ссылки, фотографии, картинки и анекдоты, выбранные пользователями.",900
"""Ведомости.Пятница"" - приложение к ""Ведомостям""",http://friday.vedomosti.ru/,"Афиша и обзоры событий прошедшей недели: фильмов, спектаклей, концертов, выставок. Эксклюзивные интервью. Статьи о моде, еде, доме, путешествиях и т.д. в рубрике ""Стиль жизни"", а также об авто и проч.",900
"""Афоризмы - мудрость поколений""",http://www.aphorism.ru/,"Коллекция афоризмов на темы: алкоголизм, Америка и американцы, бабники, антисемитизм, брак, любовь и т.д. Поиск по темам и авторам (классики, политические деятели и др.).",850
"""Gama-Gama"" - интернет-магазин компьютерных игр",http://gama-gama.ru/,"Продажа игр для PC, Mac OS в электронном виде. Цены. Предзаказ. Правила продажи и оформления подписки.",850
"""Бугага.ру"" - сайт хорошего настроения",http://www.bugaga.ru/,"Занимательные новости. Истории, юмор, анекдоты, приколы. Игры. Стихи. Возможность публиковать свои новости.",850
"""Страна игр"" - журнал о компьютерных и видеоиграх",http://www.gameland.ru/,"Пополняющийся архив полезных материалов: демоверсии игр, хинты, обзоры и многое другое. Сведения об издательстве и других компьютерных журналах. Форум, чат.",800
"""Gamepark"" - интернет-магазин игровых приставок",http://www.gamepark.ru/,"Продажа игровых приставок Playstation2, Xbox и др., аксессуаров, видеоигр. Цены. Правила заказа в магазине; условия доставки. Контакты.",800
"""Nintendo"" - игровые приставки",http://www.nintendo.ru/,"Описание моделей приставок, аксессуаров и игр к ним. Анонсы новинок. Адреса торгующих магазинов. История компании. Контактная информация.",800
"""Круглосуточный сайт знакомств""",http://www.24open.ru/,"Анкеты, фотографии. WAP-версия сайта.",800
"""Ignio"" - гороскопы",http://www.ignio.com/,"Гороскопы по знакам Зодиака на текущий день, неделю, год. Юмористический и китайский гороскопы. Возможность бесплатно подписаться на получение ежедневного и еженедельного гороскопа на е-mail.",800
"""Помощник кроссвордиста""",http://www.krossw.ru/,Поиск слов для разгадывания кроссвордов. Списки слов по алфавиту и количеству букв.,750
"""Владимир Владимирович""",http://vladimir.vladimirovich.ru/,Истории о Владимирах и даже некоторых Владимировичах: ежедневные заметки про нашего президента.,750
"""Lmgtfy.com"" - шутка",http://lmgtfy.com/,"Если друг просит вас найти с сети Интернет что-либо, потому что он сам не может, помогите ему решить проблему при помощи этого шуточного сайта.",750
"""Дезинфо.нет"" - развлекательный блог",http://www.dezinfo.net/,"Подборки коллажей, забавных фотографий и видеороликов, курьёзных новостей и т.д.",750
"""Netlore"" - антология фольклора рунета",http://www.netlore.ru/,"Коллекция интернет-мемов, культовых шуток, популярных персонажей и личностей в сети, тем, картинок, фотожаб и пр.",750
"""Интеллектуальные развлечения""",http://log-in.ru/,"Коллекция оптических иллюзий, логических задач, интеллектуальных онлайн-игр и пр. Заметки о чудесном и интересном. Библиотека тематической литературы.",750
"""FogNews"" - сатирическое интернет-издание",http://fognews.ru/,"Сатирические публикации в жанрах памфлет, фельетон, карикатурный пастиш. Пародийные новости политики, спорта, культуры, вооруженных сил и т.д.",750
"""Ufolog.ru"" - эзотерический портал",http://www.ufolog.ru/,"Публикации об НЛО, тайнах истории, мистических явлениях. Фото- и видеоматериалы. Гадания, сонники, гороскопы на текущий день, неделю и месяц. Форум.",750
"""Free Online Games.com"" - портал онлайн-игр",http://www.freeonlinegames.com/,"Коллекция стрелялок, приключений, гонок, РПГ, а также игр других жанров.",700
"""GMbox.ru"" - игровой медиа-портал",http://gmbox.ru/,"Новости игровой индустрии, обзоры и рецензии. Трансляции и видеоревью. Рейтинги лучших игр. Бесплатные онлайн-игры. Форумы.",700
Блог Натальи Радуловой,http://radulova.livejournal.com/,,700
"""Карикатура.ру"" - каталог российской карикатуры",http://caricatura.ru/,Cобрание лучших карикатур современных российских художников-карикатуристов (ежедневное пополнение коллекции). Информация о всех событиях в мире карикатуры. Рейтинги популярности.,700
Официальный сайт Виктора Шендеровича,http://www.shender.ru/,"Тексты книг, публицистика, ""шендевры"", интервью. ""Плавленый сырок"" - текстовый вариант программы и аудиофайл. Иллюстрации.",700
"""Spynet.ru"" - развлекательный портал",http://spynet.ru/,"Смешные фотографии, анекдоты, видеоприколы, игры, эротика и др.",700
"""Зачарованный мир"" - каталог веб-ресурсов",http://mystworld.ru/,"Каталог ресурсов интернета, посвящённых непознанному: гипноз, духи, мистика, символы, магия, философия и пр.",700
"""1С Интерес"" - сеть мультимедийных супермаркетов",http://www.1c-interes.ru/,"Интернет-магазин компьютерных и приставочных игр, программ, фильмов, музыки, книг. Способы оплаты и доставки. Скидки и специальные акции. Адреса магазинов.",650
"""Кроссворд-кафе"" - материалы для кроссвордистов",http://www.c-cafe.ru/,"Электронные варианты сканвордов, тематических и классических кроссвордов. Краткие биографии знаменитых людей. Анекдоты. Онлайн-энциклопедии и словари.",650
"""Mygames.ru"" - база флеш-игр",http://mygames.ru/,"Игры различной тематики с описанием: гонки, спортивные, логические, стрельба и пр. Рейтинг.",650
"""Goha.ru"" - форум о ролевых компьютерных играх",http://forums.goha.ru/,"Обсуждение World of Warcraft, Lineage 2 и др. многопользовательских игр. Статьи и обзоры, написанные игроками.",650
"""Крутомер.ru"" - клуб бесплатных знакомств",http://www.krutomer.ru/,"База анкет мужчин и женщин. Возможность поиска партнера и встреч, размещения фотографий, ведения дневников.",650
"""Kamrad.ru"" - форумы о компьютерных играх",http://kamrad.ru/,"Обсуждение игр различных жанров, советы, общение. Текстовые онлайн-партии. Разговоры на пр. темы.",650
Михаил Жванецкий - официальный сайт сатирика,http://www.jvanetsky.ru/,"Анонсы выступлений. Подборка творческих работ: рассказы, скетчи, звуковые файлы, видеофрагменты. Интервью из прессы. Фотоальбом. Биография.",650
"""Блог Михаила Задорнова""",http://mzadornov.livejournal.com/,,650
"""Мосигра"" - интернет-магазин настольных игр",http://www.mosigra.ru/,"Каталог головоломок, логических, экономических, стратегических и др. игр. Описания и правила игр, возможность оставить отзыв. Информация о доставке, скидках.",600
"""Дамочка.ру"" - знакомства",http://damochka.ru/,"Увлекательные знакомства, каталог анкет с фотографиями.",600
"""Попутчик.ру""- поиск попутчика",http://www.poputchik.ru/,"Поиск попутчиков в поездки и путешествия по стране, Москве и Санкт-Петербургу, за рубеж. Обсуждения.",600
"""Dating.Ru"" - частные объявления о знакомствах",http://dating.ru/,"Объявления о знакомстве с фотографиями. Поиск по городу, полу, возрасту, новые поступления. Подписка на рассылку. Форум.",600
"""Васи.нет"" - развлекательный портал",http://vasi.net/,"Видео, фотоприколы, flash-игры, анекдоты, картинки, эротические фотографии и др.",600
"""X-Libri"" - информационный портал",http://www.x-libri.ru/,"Библиотека книг и статей об уфологии, аномальных явлениях и т.п.",600
"""Тайна имени"" - эзотерический портал",http://to-name.ru/,"Значения имен, отчеств и фамилий, информация о знаменитых тезках Приметы. Тесты и гадания. Гороскопы. Статьи по нумерологии.",600
"""Dozor"" - экстремальная игра",http://www.dzzzr.ru/,Описание и правила интерактивной игры. Список городов участников и команд. Анонс предстоящих и архив прошедших игр.,550
"""Карта средств массовой информации России""",http://www.karta-smi.ru/,"База данных СМИ (журналов, газет, телекомпаний, радиостанций и проч.): аннотации, периодичность, контакты и др. Обзор новинок. Сведения о событиях. Анонсы конкурсов.",550
"""Absolute games"" - обсуждение компьютерных игр",http://forums.ag.ru/,,550
"""Задорнов.net""",http://zadornov.net/,"Афиша выступлений. Биография. Записная книжка, рассказы, интервью. Библиография.",550
"""Zoopicture"" - забавные фото и видео животных",http://www.zoopicture.ru/,"Коллекция смешных фотографий и видеороликов с кошками, собаками и др. животными; фотоприколы.",550
"""CarambaTV"" - смешные видеоролики",http://carambatv.ru/,"Возможность смотреть и комментировать видеоролики, а также присылать собственное творчество.",550
"""Love.Ru"" - сервер знакомств",http://love.ru/,"База анкет с системой поиска по возрасту, знаку зодиака, наличию фотографии и др. параметрам. Астрологический прогноз от Павла Глобы.",550
"""eDarling"" - знакомства для серьёзных отношений",http://www.edarling.ru/,"Международный сервис знакомств с проверкой подлинности профилей и защитой данных. Подбор партнёра по совместимости, интересам, жизненным ценностям, образованию. Онлайн-советчик.",550
"""Jamendo"" - музыкальная платформа и сообщество",https://www.jamendo.com/,"Слушатели могут легально и бесплатно слушать и скачивать музыку, создавать плейлисты и делиться ими с другими участниками, а исполнители - загружать свои альбомы. Форумы, рецензии.",550
"""Секретные материалы России"" - интернет-издание",http://www.informacia.ru/,"Ежедневное информационно-аналитическое издание публикует материалы о самых известных людях, обзоры самых заметных событий, компромат, экспертизу товаров и др.",550
"""Белые Облака"" - магазин и культурный центр",http://clouds.ru/,"Афиша событий. Статьи и книги по эзотерике, мирозданию, религии, духовной литературе, медитации и пр. Форум и блоги. Фотогалерея. Адрес.",550
"""Imeet.ru"" - сервер знакомств",http://www.imeet.ru/,База анкет девушек и мужчин. Фотоальбом с рейтингом и голосованием. Статьи о знакомствах.,500
"""Игромания"" - форум для геймеров",http://forum.igromania.ru/,"Обсуждение компьютерных и консольных игр, программного обеспечения, комментарии к новостям игровой индустрии и пр.",500
"""Citaty.info"" - сборник цитат и афоризмов",http://citaty.info/,"Цитаты из фильмов, песен, игр, книг и пр. Коллекция афоризмов.",500
"""КВН для всех"" - юмористический сайт",http://kvnru.ru/,"Новости, объявления и публикации на тему КВН для игроков и любителей.",500
"""Юмор каждый день""",http://www.korova.ru/humor,"Ежедневно пополняемая база юмора и приколов - картинки, тексты, анекдоты, флэшки, мувики.",500
"""Aquarun"" - астропсихологический сервер",http://www.aquarun.ru/,"Астрологические прогнозы. Подборка материалов по астрологии, психологии, педагогике и др.",500
"""Лучшие компьютерные игры""",http://www.lki.ru/,"Руководства и прохождения по компьютерным играм, советы мастеров. Условия подписки. Статьи свежего номера и архив материалов. Форум.",475
"""Gameworld.kz"" - игровой портал",http://www.gameworld.kz/,Новости киберспорта в Казахстане. Результаты соревнований. Каталог флеш-игр. Форум.,475
"""Romanticcollection.ru"" - о любви",http://www.romanticcollection.ru/,"Открытки, истории, советы, общение. Картинки, мелодии, игры для мобильных телефонов.",475
"""Юмор FM"" - радиостанция",http://www.veseloeradio.ru/,"Обзор программ, события. Анекдоты, форумы, фотоприколы, детские высказывания и пр. Онлайн-эфир. Контакты.",475
"""Анекдоты на bigmir)net""",http://prikol.bigmir.net/,,475
"""Tabor.ru"" - сайт знакомств",http://tabor.ru/,База анкет юношей и девушек с фотографиями. Поиск пользователей по заданным параметрам. Возможность подключить дополнительные сервисы.,475
"""Badoo"" - международная социальная сеть знакомств",http://badoo.com/,"Поиск анкет по цели знакомства, полу и возрасту. Возможность общаться с друзьями, обмениваться с ними фотографиями и видео.",475
"""Poppersmag.com"" - интернет-аптека для мужчин",http://www.poppersmag.com/,"Продажа дженериков ""Виагры"", ""Сиалис"", ""Левитры"" и др. препаратов для повышения потенции и продления полового акта. Условия оплаты и доставки.",475
"""Sonnik-online.net"" - сонники и гороскопы",http://www.sonnik-online.net/,"Подборка популярных сонников поиском по словам. Описание знаков Зодиака, гороскопы на день, неделю, месяц и год, в т.ч. тематические.",475
"""Играй.ру""- сайт о PC-играх и локализациях",http://www.igray.ru/,"Новости. Регулярные обзоры, превью, статьи. Форумы. Ссылки для покупки игр.",450
"""Страница о Любви и Ненависти"" - форумы и чаты",http://www.lovehate.ru/,"Представлен список тем для обсуждения: музыка, политика, образование, компьютеры, страны и города, спорт. Чат.",450
"""Меридиан"" - гороскопы и сонники",http://www.astromeridian.ru/,"Гороскоп на текущий день и месяц для знаков Зодиака. Сонники Миллера, Фрейда, Ванги и др. Значения имени, магия, лунный календарь. Виртуальные гадания. Информация о платных услугах.",450
"""Lossofsoul.com"" - статьи о смысле жизни",http://www.lossofsoul.com/,"Проект помощи по выходу из депрессии, стресса. Статьи о составляющих жизни: религии, великие люди, философия и пр. Выдержки из книг и писем.",450
"""Prikol.I.ua"" - юмористический портал",http://prikol.i.ua/,"Анекдоты, картинки, истории, видеоролики и пр.",450
"""Афоризмы - энциклопедия мудрости""",http://www.foxdesign.ru/aphorism,"Цитаты, пословицы, афоризмы классиков и современников, философов и мудрецов. Высказывания из кинофильмов и книг, детские афоризмы.",450
"""Планета Small Bay"" - арт-портал",http://smallbay.ru/,"Фотографии работ великих мастеров живописи и скульптуры, шедевров архитектуры и пр. Статьи. Электронная библиотека. Магические манускрипты и рукописи. Астрологические пророчества и гороскопы.",450
"""Astroland"" - астрологический портал",http://www.astroland.ru/,Ежедневные астрологические прогнозы. Астрология имени. Форумы и ссылки.,450
"""Гороскопы@Mail.Ru"" - гороскопы",http://horo.mail.ru/,"Подборка гороскопов: зодиакальный, восточный, ариев, цветочный, друидов и т.д. Подписка на ежедневный гороскоп.",425
"""Окулус"" - астрология",http://www.oculus.ru/,"Авторские гороскопы на день, неделю, месяц по знакам Зодиака; фэн-шуй-гороскоп, индивидуальный гороскоп совместимости, сонник и др. Статьи по тематике. Форум.",425
"""Half-Life Inside"" - об игре",http://www.hl-inside.ru/,"Сюжет игры, персонажи, описание оружия. Статьи и обзоры. Скриншоты. Форум.",425
"""Столото"" - лотерейный супермаркет",http://www.stoloto.ru/,"Возможность делать ставки в режиме реального времени наличными, в платёжных терминалах по СМС и в интернете. Процедура получения выигрыша. Адреса точек продаж билетов.",425
"""Что? где? когда?"" - база вопросов",http://db.chgk.info/,,425
"""Petrovka.ua"" - интернет-магазин компьютерных игр",http://petrovka.ua/,"Каталог компьютерных и 3D-игр, логических и детских игр и пр. с описанием, преимуществами и отзывами прессы. Цены. Варианты оплаты и доставки товара.",425
"""ProPlay"" - сайт о киберспорте",http://www.proplay.ru/,"Расписание турниров по компьютерным играм, репортажи. Информация о командах, участниках. Тематические статьи. Фотогалерея с прошедших мероприятий. Возможность скачать записи игр. Форумы по играм.",425
"""Ameno.ru"" - ежедневный женский онлайн-журнал",http://www.ameno.ru/,"Гороскоп, сонник, гадания, статьи о здоровье и красоте, интервью со звездами, рецепты, тесты и др.",425
"""Пазлы"" - электронная библиотека эзотерики",http://www.e-puzzle.ru/,"Религии, мистика, эзотерика, духовные учения, психология и пр. Форум. Заказ публикаций в электронном виде.",425
"""Live4Fun.ru"" - развлекательный портал",http://live4fun.ru/,"Подборки анекдотов, смешных цитат, картинок, видеофайлов, историй и др.",425
"""Форумы по компьютерным играм на PlayGround.ru""",http://forums.playground.ru/,,425
"""JokesLand"" - блог",http://jokesland.net.ru/,"Шутки, рассказы, смешные фотографии.",425
"""Городок"" - официальный сайт телепередачи",http://www.gorodok.tv/,"Личные дела Юрия Стоянова и Ильи Олейникова. Анонсы телепоказов. Видеоприколы, анекдоты, шутки. Интервью. Форум.",425
"""Котоматрица"" - фотографии животных с надписями",http://kotomatrix.ru/,"Возможность выбрать фотографию и сделать к ней смешную надпись, посмотреть творчество других пользователей. Подборки лучших ""котоматриц"" на каждый месяц.",425
"""Intimshop.ru"" - интернет-секс-шоп",http://www.intimshop.ru/,"Каталог товаров: вибраторы, фаллоимитаторы, стимуляторы, эротическое белье, помпы и др. Информация о доставке. Блог о сексе.",425
"""SexFay.Ru""- эротический интернет-магазин",http://www.sexfay.ru/,"Ассортимент товаров: нижнее белье, секс-игрушки, украшения, парфюмерия, аксессуары, пр. Цены. Условия доставки.",425
"""Гороскопы@RU"" - гороскопы и сонники",http://www.goroskop.ru/,"Индивидуальный и любовный гороскоп. Совместимость имен. Виртуальные гадания, гадания на картах Таро, народные гадания и пасьянсы. Сонник и толкование снов.",400
"""Rambler-гороскопы""",http://horoscopes.rambler.ru/,"Гороскопы на день, неделю, год. Характеристики знаков зодиака. Китайский и японский гороскопы. Мифологический гороскоп, гороскоп друидов, цветочный и зороастрийский гороскопы.",400
"""Хохмодром"" - юмористический портал",http://www.hohmodrom.ru/,"Коллекция авторского юмора: шуточные стихи, смешные рассказы, афоризмы, анекдоты, карикатуры и др. Возможность свободной публикации. Форум.",400
"""Xa-xa.org"" - развлекательный сайт",http://www.xa-xa.org/,"Фотоприколы, смешные картинки и видео.",400
"""Pojelanie.ru"" - пожелания и поздравления в стихах",http://www.pojelanie.ru/,"Коллекция поздравлений и тостов к юбилею, дню рождения, свадьбе и др. праздникам. Афоризмы. Короткие тексты поздравлений для отправки по sms.",400
"""Eti.ru"" - развлекательный портал",http://eti.ru/,"Аудио и видео приколы, фотографии знаменитостей, интересные игры, а также анекдоты и рассказы.",400
"""Киевский клуб Бронникова"" - эзотерические школы",http://www.galactic.org.ua/,"Концепция развития личности. Изложение основ развивающих эзотерических учений, объявления о семинарах и курсах: китай-клуб, реабилитация инвалидов и пр. Описание метода Бронникова. Публикации.",400
"""Высшая школа классической астрологии""",http://www.astrolog.ru/,"Семинары, вебинары, заочное обучение, консультации. Видеоматериалы, статьи, демоверсии программ. Астрологические прогнозы. Страничка книжного онлайн-магазина. Контакты.",400
"""Мир любви и романтики""",http://www.world-of-love.ru/,"Романтическая поэзия, проза, поступки, идеи, афоризмы. Открытки. Love Story, присланные посетителями. Форум.",375
"""Берсерк"" - русская коллекционная карточная игра",http://www.berserk.ru/,"Игра в жанре фэнтези: описание карт, правила, стратегии. Результаты турниров, рейтинг. Где купить и где играть. Форум.",375
"""Gamebomb.ru"" - игровой портал",http://gamebomb.ru/,Новости игровой индустрии. Обзоры и рейтинги компьютерных игр. Даты релизов. Трейлеры и видеопревью. Форум.,375
"""Прикол.ру"" - развлекательный портал",http://www.prikol.ru/,"Подборки смешных фотографий, видеоприколов.",375
"""Comedy club"" - официальный сайт комедийного шоу",http://www.comedyclub.ru/,Афиша концертов и гастролей. Список резидентов и проектов шоу. Архив видеороликов. Форум. Новости Comedy club. Контакты.,375
"""Тупичок Гоблина: галерея прикольных картинок""",http://oper.ru/gallery,,375
"""Теамо"" - знакомства для серьезных отношений",http://teamo.ru/,"Прохождение психологического теста, поиск анкет и общение с совместимыми людьми.",375
